"Time","CBrain","CRest","AFeces"
0,0,0,0
0,0,0,0
0.00833333333333333,7.19105915421066e-06,1.86829093804951e-05,0.00966087834157373
0.0166666666666667,1.19233427102111e-05,4.23213219855813e-05,0.0183883573059591
0.025,1.56321118231548e-05,6.54983832877467e-05,0.026272618589559
0.0333333333333333,1.87981633005241e-05,8.68541404986256e-05,0.0333951308570917
0.0416666666666667,2.15880808063938e-05,0.000106156137660121,0.0398294915625821
0.05,2.40728802079831e-05,0.000123488389425705,0.0456421874371172
0.0583333333333333,2.62930260264512e-05,0.000139012891905994,0.0508932814736517
0.0666666666666667,2.82779306247706e-05,0.00015290060502297,0.0556370336466238
0.075,3.00519469901817e-05,0.000165312494781203,0.0599224615021565
0.0833333333333333,3.16363359871212e-05,0.000176395260384148,0.0637938466660042
0.0916666666666667,3.30500185932653e-05,0.000186281269889529,0.0672911921447096
0.1,3.43099493771577e-05,0.000195089615691497,0.0704506365857487
0.108333333333333,3.54313600040269e-05,0.000202927377564335,0.0733048273303219
0.116666666666667,3.64279490074241e-05,0.000209890838436078,0.0758832560923525
0.125,3.73120450572982e-05,0.000216066609584211,0.0782125666401393
0.133333333333333,3.80947474942376e-05,0.000221532622124184,0.0803168273072583
0.141666666666667,3.87860534082244e-05,0.000226359029485939,0.0822177821571217
0.15,3.93949688856129e-05,0.000230608998575072,0.0839350736002857
0.158333333333333,3.99296098353371e-05,0.000234339426181001,0.0854864465112228
0.166666666666667,4.03972916133755e-05,0.000237601574947375,0.0868879313417003
0.175,4.08046093562397e-05,0.000240441642779423,0.0881540097402001
0.183333333333333,4.11575100167896e-05,0.00024290127264313,0.0892977641901669
0.191666666666667,4.14613569742679e-05,0.000245018009285267,0.0903310131923803
0.2,4.17209880578879e-05,0.000246825708790013,0.0912644333860271
0.208333333333333,4.19407676254168e-05,0.000248354905975088,0.092107669872338
0.216666666666667,4.21246333837655e-05,0.000249633144249419,0.0928694358772946
0.225,4.22761384841303e-05,0.000250685271936203,0.0935576027863363
0.233333333333333,4.23984893787691e-05,0.000251533708582884,0.0941792814799775
0.241666666666667,4.24945799175221e-05,0.000252198684504609,0.0947408958105556
0.25,4.25670220030677e-05,0.000252698456214482,0.0952482489813161
0.258333333333333,4.261817321776e-05,0.000253049500322931,0.095706583510691
0.266666666666667,4.26501617078483e-05,0.000253266688114041,0.0961206354038065
