"Time","CSpleen"
0,0
0,0
0.00833333333333333,4.92906037745947e-05
0.0166666666666667,9.81300902079211e-05
0.025,0.000150546359209019
0.0333333333333333,0.000207606979817297
0.0416666666666667,0.000269246857160681
0.05,0.000335103468077247
0.0583333333333333,0.00040476031089209
0.0666666666666667,0.000477815543176809
0.075,0.000553899227729212
0.0833333333333333,0.000632675680139249
0.0916666666666667,0.000713841689689848
0.1,0.000797123762810618
0.108333333333333,0.000882275315301852
0.116666666666667,0.000969074060244219
0.125,0.00105731959453052
0.133333333333333,0.00114683126384158
0.141666666666667,0.00123744619937915
0.15,0.00132901758484581
0.158333333333333,0.00142141307224056
0.166666666666667,0.00151451336413421
0.175,0.00160821093718309
0.183333333333333,0.00170240889028511
0.191666666666667,0.00179701990730145
0.2,0.00189196532018235
0.208333333333333,0.00198717426688405
0.216666666666667,0.00208258293022976
0.225,0.00217813385179953
0.233333333333333,0.00227377531347266
0.241666666666667,0.00236946077752183
0.25,0.00246514838420264
0.258333333333333,0.00256080049651213
0.266666666666667,0.00265638328975843
0.275,0.00275186638110724
0.283333333333333,0.00284722249517581
0.291666666666667,0.00294242716214193
0.3,0.00303745844519084
0.308333333333333,0.00313229669443432
0.316666666666667,0.00322692432520945
0.325,0.00332132561594846
0.333333333333333,0.00341548652852997
0.341666666666667,0.00350939454416523
0.35,0.00360303851564944
0.358333333333333,0.00369640853393532
0.366666666666667,0.00378949580763253
0.375,0.00388229255417868
0.383333333333333,0.00397479190202168
0.391666666666667,0.00406698780040435
0.4,0.00415887494065413
0.408333333333333,0.00425044868326906
0.416666666666667,0.00434170499250695
0.425,0.00443264037776651
0.433333333333333,0.00452325183882742
0.441666666666667,0.00461353681907987
0.45,0.00470349316150806
0.458333333333333,0.00479311906936787
0.466666666666667,0.00488241307111416
0.475,0.00497137398697022
0.483333333333333,0.00506000090133279
0.491666666666667,0.00514829313656624
0.5,0.00523625022803739
0.508333333333333,0.00532387190411952
0.516666666666667,0.00541115806644962
0.525,0.00549810877293135
0.533333333333333,0.00558472422071812
0.541666666666667,0.00567100473332159
0.55,0.00575695074774513
0.558333333333333,0.00584256280163371
0.566666666666667,0.00592784152409788
0.575,0.006012787626228
0.583333333333333,0.00609740189132389
0.591666666666667,0.00618168516845031
0.6,0.00626563836544307
0.608333333333333,0.00634926244141573
0.616666666666667,0.00643255840232176
0.625,0.00651552729579769
0.633333333333333,0.0065981702053628
0.641666666666667,0.00668048824745644
0.65,0.00676248256726895
0.658333333333333,0.00684415433575337
0.666666666666667,0.0069255047451306
0.675,0.00700653500759127
0.683333333333333,0.00708724635240487
0.691666666666667,0.00716764002345219
0.7,0.00724771727744179
0.708333333333333,0.00732747938180096
0.716666666666667,0.00740692761331739
0.725,0.00748606325632727
0.733333333333333,0.00756488760171142
0.741666666666667,0.00764340194581157
0.75,0.00772160758780692
0.758333333333333,0.00779950583111327
0.766666666666667,0.00787709798111608
0.775,0.00795438534436857
0.783333333333333,0.00803136922833952
0.791666666666667,0.00810805094027211
0.8,0.00818443178712165
0.808333333333333,0.00826051307449138
0.816666666666667,0.00833629610672756
0.825,0.00841178218591178
0.833333333333333,0.00848697261209072
0.841666666666667,0.00856186868230852
0.85,0.00863647169057665
0.858333333333333,0.00871078292808462
0.866666666666667,0.00878480368246193
0.875,0.00885853523726878
0.883333333333333,0.00893197887252302
0.891666666666667,0.00900513586351064
0.9,0.00907800748203442
0.908333333333333,0.00915059499558299
0.916666666666667,0.00922289966617775
0.925,0.0092949227521368
0.933333333333333,0.00936666550703143
0.941666666666667,0.00943812917897071
0.95,0.0095093150119619
0.958333333333333,0.00958022424477319
0.966666666666667,0.00965085811149315
0.975,0.00972121784084731
0.983333333333333,0.00979130465655469
0.991666666666667,0.00986111977748798
1,0.00993066441715492
1.00833333333333,0.00999993978420826
1.01666666666667,0.0100689470818774
1.025,0.0101376875085154
1.03333333333333,0.0102061622573534
1.04166666666667,0.0102743725158094
1.05,0.0103423194667876
1.05833333333333,0.0104100042877353
1.06666666666667,0.0104774281512337
1.075,0.0105445922240129
1.08333333333333,0.010611497668258
1.09166666666667,0.0106781456407291
1.1,0.010744537293036
1.10833333333333,0.0108106737718364
1.11666666666667,0.0108765562185657
1.125,0.0109421857691313
1.13333333333333,0.011007563554929
1.14166666666667,0.0110726907019676
1.15,0.0111375683315193
1.15833333333333,0.011202197559068
1.16666666666667,0.0112665794956609
1.175,0.0113307152470994
1.18333333333333,0.0113946059142158
1.19166666666667,0.0114582525927402
1.2,0.0115216563736968
1.20833333333333,0.0115848183429568
1.21666666666667,0.0116477395815149
1.225,0.0117104211655238
1.23333333333333,0.0117728641659098
1.24166666666667,0.0118350696491928
1.25,0.0118970386765652
1.25833333333333,0.0119587723047981
1.26666666666667,0.0120202715857318
1.275,0.0120815375660544
1.28333333333333,0.0121425712881262
1.29166666666667,0.0122033737895348
1.3,0.0122639461029034
1.30833333333333,0.0123242892560284
1.31666666666667,0.0123844042724241
1.325,0.0124442921707846
1.33333333333333,0.0125039539648188
1.34166666666667,0.0125633906640261
1.35,0.0126226032731894
1.35833333333333,0.0126815927925144
1.36666666666667,0.0127403602173172
1.375,0.0127989065387714
1.38333333333333,0.0128572327434181
1.39166666666667,0.0129153398130368
1.4,0.0129732287253021
1.40833333333333,0.0130309004532561
1.41666666666667,0.0130883559654749
1.425,0.013145596225924
1.43333333333333,0.0132026221945216
1.44166666666667,0.013259434826636
1.45,0.0133160350732494
1.45833333333333,0.0133724238808185
1.46666666666667,0.0134286021918254
1.475,0.0134845709442836
