"Time","AUrine"
0,0
0,0
0.00833333333333333,5.73270125188085e-10
0.0166666666666667,2.00856414476508e-09
0.025,4.06098549783283e-09
0.0333333333333333,6.6201553431433e-09
0.0416666666666667,9.6194114457399e-09
0.05,1.30084673273661e-08
0.0583333333333333,1.67449575477004e-08
0.0666666666666667,2.07916154553949e-08
0.075,2.51151541236903e-08
0.0833333333333333,2.96856824206036e-08
0.0916666666666667,3.44763068970569e-08
0.1,3.94628117616518e-08
0.108333333333333,4.46233842766886e-08
0.116666666666667,4.99383730011186e-08
0.125,5.53900690767967e-08
0.133333333333333,6.09625140604653e-08
0.141666666666667,6.66413241610073e-08
0.15,7.24135353158491e-08
0.158333333333333,7.82674619590547e-08
0.166666666666667,8.41925709212369e-08
0.175,9.01793678768018e-08
0.183333333333333,9.62192951539839e-08
0.191666666666667,1.02304639746397e-07
0.2,1.08428450483203e-07
0.208333333333333,1.14584463418245e-07
0.216666666666667,1.20767034606414e-07
0.225,1.26971079519108e-07
0.233333333333333,1.33192018430087e-07
0.241666666666667,1.39425727176378e-07
0.25,1.45668492752242e-07
0.258333333333333,1.51916973257553e-07
0.266666666666667,1.58168161767259e-07
0.275,1.64419353733881e-07
0.283333333333333,1.70668117573739e-07
0.291666666666667,1.76912268122945e-07
0.3,1.83149842680743e-07
0.308333333333333,1.89379079385985e-07
0.316666666666667,1.95598397696967e-07
0.325,2.01806380772045e-07
0.333333333333333,2.08001759561023e-07
0.341666666666667,2.14183398441787e-07
0.35,2.20350282251525e-07
0.358333333333333,2.26501504576571e-07
0.366666666666667,2.32636257178193e-07
0.375,2.38753820443759e-07
0.383333333333333,2.44853554762607e-07
0.391666666666667,2.50934892740013e-07
0.4,2.56997332164117e-07
0.408333333333333,2.63040429653881e-07
0.416666666666667,2.69063794922422e-07
0.425,2.75067085594985e-07
0.433333333333333,2.81050002530854e-07
0.441666666666667,2.87012285596857e-07
0.45,2.92953709849666e-07
0.458333333333333,2.98874082087827e-07
0.466666666666667,3.04773237736663e-07
0.475,3.1065103803684e-07
0.483333333333333,3.16507367503739e-07
0.491666666666667,3.22342131631529e-07
0.5,3.28155254821709e-07
0.508333333333333,3.33946678511076e-07
0.516666666666667,3.39716359480487e-07
0.525,3.45464268326717e-07
0.533333333333333,3.51190388084334e-07
0.541666666666667,3.56894712979825e-07
0.55,3.62577247305196e-07
0.558333333333333,3.68238004402825e-07
0.566666666666667,3.73877005747622e-07
0.575,3.7949428011691e-07
0.583333333333333,3.85089862842889e-07
0.591666666666667,3.9066379513656e-07
0.6,3.96216123476024e-07
0.608333333333333,4.01746899056192e-07
0.616666666666667,4.07256177290918e-07
0.625,4.12744017362297e-07
