"Time","CKidney"
0,0
0,0
0.00833333333333333,7.82264593986273e-05
0.0166666666666667,0.000153116152259983
0.025,0.000222237403835223
0.0333333333333333,0.000285072371612651
0.0416666666666667,0.000341613402225866
0.05,0.000392159284811564
0.0583333333333333,0.000437178222155859
0.0666666666666667,0.000477217507798818
0.075,0.000512845556055293
0.0833333333333333,0.000544616115347539
0.0916666666666667,0.000573047496140605
0.1,0.000598611805059526
0.108333333333333,0.000621730694075265
0.116666666666667,0.000642775221888154
0.125,0.00066206818955377
0.133333333333333,0.000679887848663923
0.141666666666667,0.000696472258452677
0.15,0.000712023818993773
0.158333333333333,0.000726713719727915
0.166666666666667,0.000740686061459962
0.175,0.000754061670940024
0.183333333333333,0.000766941496481946
0.191666666666667,0.000779409578365115
0.2,0.000791535677351142
0.208333333333333,0.000803377519562009
0.216666666666667,0.000814982738934924
0.225,0.000826390515778136
0.233333333333333,0.000837632987297261
0.241666666666667,0.000848736426730969
0.25,0.000859722244012691
0.258333333333333,0.000870607818588087
0.266666666666667,0.000881407204186877
0.275,0.000892131713279099
0.283333333333333,0.000902790407055548
0.291666666666667,0.000913390498576144
0.3,0.000923937692662733
0.308333333333333,0.000934436464064265
0.316666666666667,0.000944890289204322
0.325,0.000955301836238622
0.333333333333333,0.000965673122630952
0.341666666666667,0.000976005644296183
0.35,0.000986300481720084
0.358333333333333,0.000996558386431405
0.366666666666667,0.00100677985180589
0.375,0.00101696517078031
0.383333333333333,0.00102711448275708
0.391666666666667,0.0010372278106636
0.4,0.00104730509173876
0.408333333333333,0.00105734620195877
0.416666666666667,0.00106735097514147
0.425,0.00107731921837044
0.433333333333333,0.00108725072369322
0.441666666666667,0.0010971452776125
0.45,0.00110700266799783
0.458333333333333,0.00111682268969203
0.466666666666667,0.00112660514784236
0.475,0.00113634986106217
0.483333333333333,0.00114605666339564
0.491666666666667,0.00115572540521928
0.5,0.00116535595413055
0.508333333333333,0.00117494819459337
0.516666666666667,0.00118450202816731
0.525,0.00119401737320973
0.533333333333333,0.00120349416405454
0.541666666666667,0.00121293235056566
0.55,0.00122233189687941
0.558333333333333,0.00123169278090878
0.566666666666667,0.00124101499359766
0.575,0.00125029853782717
0.583333333333333,0.00125954342753683
0.591666666666667,0.0012687496871112
0.6,0.00127791735040549
0.608333333333333,0.00128704645994481
0.616666666666667,0.00129613706636612
0.625,0.0013051892276173
0.633333333333333,0.00131420300848849
0.641666666666667,0.0013231784796215
0.65,0.00133211571717363
0.658333333333333,0.00134101480228839
0.666666666666667,0.00134987582073386
0.675,0.00135869886234008
0.683333333333333,0.00136748402058441
0.691666666666667,0.00137623139232239
0.7,0.00138494107731774
0.708333333333333,0.00139361317792352
0.716666666666667,0.00140224779877891
0.725,0.00141084504679893
0.733333333333333,0.00141940503052157
0.741666666666667,0.0014279278601866
0.75,0.00143641364746545
0.758333333333333,0.00144486250538114
0.766666666666667,0.00145327454803834
0.775,0.00146164989045073
0.783333333333333,0.00146998864844569
0.791666666666667,0.00147829093851362
0.8,0.00148655687792517
0.808333333333333,0.00149478658420718
0.816666666666667,0.00150298017535019
0.825,0.00151113776966338
0.833333333333333,0.00151925948564715
0.841666666666667,0.00152734544213139
0.85,0.00153539575805876
0.858333333333333,0.00154341055242768
0.866666666666667,0.00155138994423664
0.875,0.00155933405253339
0.883333333333333,0.00156724299616701
0.891666666666667,0.00157511689399763
0.9,0.0015829558647846
0.908333333333333,0.00159076002712846
0.916666666666667,0.00159852949946987
0.925,0.0016062644000243
0.933333333333333,0.00161396484679358
0.941666666666667,0.0016216309575437
0.95,0.00162926284981233
0.958333333333333,0.00163686064087976
0.966666666666667,0.00164442444776763
0.975,0.00165195438725088
0.983333333333333,0.00165945057582051
0.991666666666667,0.00166691312969064
1,0.00167434216462999
1.00833333333333,0.00168173779621882
1.01666666666667,0.00168910013958391
1.025,0.00169642930963262
1.03333333333333,0.00170372542098837
1.04166666666667,0.00171098858793186
1.05,0.00171821892429993
1.05833333333333,0.00172541654370144
1.06666666666667,0.00173258155930764
1.075,0.00173971408401411
1.08333333333333,0.0017468142303848
1.09166666666667,0.00175388211050016
1.1,0.00176091783619831
1.10833333333333,0.00176792151900293
1.11666666666667,0.00177489327009226
1.125,0.00178183320019442
1.13333333333333,0.0017887414197742
1.14166666666667,0.00179561803895967
1.15,0.00180246316739604
1.15833333333333,0.00180927691449588
1.16666666666667,0.00181605938936273
1.175,0.0018228107006287
1.18333333333333,0.00182953095659102
1.19166666666667,0.00183622026532307
1.2,0.00184287873445955
1.20833333333333,0.00184950647120313
1.21666666666667,0.00185610358254136
1.225,0.00186267017498282
1.23333333333333,0.00186920635484439
1.24166666666667,0.00187571222798413
1.25,0.001882187900012
1.25833333333333,0.00188863347609155
1.26666666666667,0.00189504906113013
1.275,0.00190143475959425
1.28333333333333,0.00190779067571592
1.29166666666667,0.00191411691330228
1.3,0.00192041357593733
1.30833333333333,0.00192668076675447
1.31666666666667,0.00193291858851721
1.325,0.00193912714369425
1.33333333333333,0.00194530653453867
1.34166666666667,0.00195145686287837
1.35,0.0019575782301551
1.35833333333333,0.00196367073748339
1.36666666666667,0.00196973448564812
1.375,0.00197576957520697
1.38333333333333,0.00198177610629615
1.39166666666667,0.00198775417871766
1.4,0.00199370389197672
1.40833333333333,0.00199962534523685
1.41666666666667,0.00200551863742329
1.425,0.00201138386703756
1.43333333333333,0.00201722113225339
1.44166666666667,0.00202303053095284
1.45,0.00202881216068443
1.45833333333333,0.00203456611867352
1.46666666666667,0.00204029250184727
1.475,0.00204599140681955
