"Time","CBrain","CRest","AFeces"
0,0,0,0
0,0,0,0
0.00833333333333333,8.51817997472351e-06,1.59864180779276e-05,0.010380702828822
0.0166666666666667,1.48330183717443e-05,3.55039475508999e-05,0.0196837325665558
0.025,1.96554443188618e-05,5.58777200028026e-05,0.0280209678894758
0.0333333333333333,2.34852276777954e-05,7.57932168309878e-05,0.0354926727843944
0.0416666666666667,2.6627542401841e-05,9.45844630892272e-05,0.0421887023281758
0.05,2.92722973006701e-05,0.000111953672273521,0.0481895832892198
0.0583333333333333,3.15407209768318e-05,0.000127808453874132,0.053567482546057
0.0666666666666667,3.35127624305707e-05,0.00014216767660022,0.0583870749696687
0.075,3.52432476686135e-05,0.000155107380024892,0.0627063212061578
0.0833333333333333,3.67714409778928e-05,0.000166730008344199,0.0665771647176005
0.0916666666666667,3.81267351260907e-05,0.000177147191090462,0.0700461564513875
0.1,3.93320632393707e-05,0.000186470360553558,0.0731550146564739
0.108333333333333,4.04059710564612e-05,0.000194805874495338,0.0759411266158804
0.116666666666667,4.13638935280688e-05,0.000202252709978088,0.0784379982312627
0.125,4.22189614080856e-05,0.000208901593543298,0.0806756570216503
0.133333333333333,4.29825241654858e-05,0.000214834923908897,0.0826810131748134
0.141666666666667,4.36645025118354e-05,0.000220127104841322,0.084478183200765
0.15,4.42736363380773e-05,0.000224845078847614,0.0860887799483196
0.158333333333333,4.48176657294788e-05,0.000229048939610693,0.0875321725313533
0.166666666666667,4.530347001814e-05,0.000232792557718939,0.0888257192563646
0.175,4.57371782731806e-05,0.000236124184412334,0.0899849763560094
0.183333333333333,4.61242600261247e-05,0.000239087016757446,0.0910238851240834
0.191666666666667,4.64696015380153e-05,0.000241719716841362,0.091954939545173
0.2,4.67775714810767e-05,0.000244056883527351,0.0927893365176183
0.208333333333333,4.70520773142397e-05,0.000246129478587774,0.0935371105363875
0.216666666666667,4.72966163711966e-05,0.000247965209408906,0.0942072543694407
0.225,4.7514318120142e-05,0.000249588872694003,0.0948078271953091
0.233333333333333,4.77079846232147e-05,0.000251022661505672,0.0953460515283192
0.241666666666667,4.78801247347112e-05,0.000252286440324137,0.0958284000724049
0.25,4.80329850449541e-05,0.000253397990891005,0.0962606735874459
0.258333333333333,4.81685774833716e-05,0.000254373231760726,0.096648070612887
0.266666666666667,4.82887039936585e-05,0.00025522641468247,0.0969952500020121
0.275,4.83949787006145e-05,0.000255970300065331,0.0973063869525312
0.283333333333333,4.84888462538055e-05,0.000256616313943155,0.0975852231945123
0.291666666666667,4.85716026469723e-05,0.000257174688054584,0.0978351120850392
0.3,4.86444074439992e-05,0.000257654585142748,0.0980590587547465
0.308333333333333,4.87082997596344e-05,0.00025806421128549,0.09825975639936
0.316666666666667,4.87642105520953e-05,0.00025841091594352,0.0984396186074434
0.325,4.88129735407132e-05,0.000258701282232053,0.0986008084109086
0.333333333333333,4.88553360802964e-05,0.000258941206154607,0.0987452642747822
0.341666666666667,4.88919674228197e-05,0.000259135969189654,0.0988747234450923
0.35,4.89234673128165e-05,0.00025929030244312,0.0989907428076352
0.358333333333333,4.89503733105759e-05,0.000259408444414472,0.0990947176153776
0.366666666666667,4.89731664162295e-05,0.000259494191403085,0.099187898280437
0.375,4.89922781147271e-05,0.000259550944726063,0.0992714053942356
0.383333333333333,4.90080948650731e-05,0.000259581751455035,0.0993462432132213
0.391666666666667,4.90209629263507e-05,0.000259589341400706,0.0994133117221964
0.4,4.90311925657892e-05,0.000259576160376003,0.0994734175206205
0.408333333333333,4.90390617712496e-05,0.000259544399535254,0.0995272834326201
0.416666666666667,4.90448196280523e-05,0.000259496022053679,0.099575557252324
0.425,4.90486893224376e-05,0.000259432786845776,0.0996188195238016
0.433333333333333,4.90508708334011e-05,0.000259356269824475,0.0996575905193302
0.441666666666667,4.90515433522026e-05,0.000259267882982426,0.0996923365030594
0.45,4.90508674309977e-05,0.000259168891406221,0.099723475331705
0.458333333333333,4.904898693863e-05,0.000259060428620455,0.0997513814820773
0.466666666666667,4.90460307798751e-05,0.000258943510231353,0.0997763905549075
0.475,4.90421144587855e-05,0.000258819046216658,0.0997988033103144
0.483333333333333,4.90373414697905e-05,0.000258687851909379,0.0998188892851217
0.491666666666667,4.90318045459346e-05,0.000258550657839999,0.0998368900341209
0.5,4.90255867772921e-05,0.000258408118555717,0.0998530220351061
0.508333333333333,4.901876261314e-05,0.000258260820521037,0.0998674792922163
0.516666666666667,4.90113987599414e-05,0.000258109289196382,0.0998804356690437
0.525,4.90035549858789e-05,0.000257953995380002,0.0998920469795275
0.533333333333333,4.89952848418362e-05,0.000257795360890156,0.0999024528617663
0.541666666666667,4.89866363069803e-05,0.000257633763655553,0.0999117784573081
0.55,4.89776523680198e-05,0.000257469542277224,0.0999201359161785
0.558333333333333,4.89683715388165e-05,0.000257303000117614,0.099927625745519
0.566666666666667,4.89588283238189e-05,0.000257134408961298,0.099934338018319
0.575,4.89490536351179e-05,0.000256964012296665,0.0999403534566372
0.583333333333333,4.8939075165511e-05,0.000256792028256339,0.0999457444023693
0.591666666666667,4.89289177229199e-05,0.000256618652251602,0.0999505756872344
0.6,4.89186035301684e-05,0.000256444059333403,0.0999549054124445
0.608333333333333,4.89081524934616e-05,0.00025626840630772,0.0999587856474323
0.616666666666667,4.88975824430849e-05,0.000256091833631205,0.0999622630560405
0.625,4.88869093490263e-05,0.000255914467109776,0.0999653794576949
0.633333333333333,4.88761475138367e-05,0.000255736419420103,0.0999681723303459
0.641666666666667,4.88653097461952e-05,0.000255557791473656,0.0999706752611715
