"Time","CBlood"
0,0
0,0
0.00833333333333333,0.000284734207799894
0.0166666666666667,0.000494821419965722
0.025,0.000655148668111753
0.0333333333333333,0.000782364900024374
0.0416666666666667,0.000886638344250091
0.05,0.000974298285552188
0.0583333333333333,0.00104938640239185
0.0666666666666667,0.00111456926307513
0.075,0.00117167639016928
0.0833333333333333,0.00122201870670109
0.0916666666666667,0.00126657804028488
0.1,0.00130612080462235
0.108333333333333,0.00134126701900559
0.116666666666667,0.00137253285747954
0.125,0.00140035753439086
0.133333333333333,0.001425120738774
0.141666666666667,0.00144715440690253
0.15,0.00146675097797852
0.158333333333333,0.00148416945606679
0.166666666666667,0.00149964004975126
0.175,0.00151336786524422
0.183333333333333,0.00152553594084955
0.191666666666667,0.00153630779985846
0.2,0.00154582963994537
0.208333333333333,0.00155423223715516
0.216666666666667,0.00156163261559452
0.225,0.00156813552015071
0.233333333333333,0.00157383472295835
0.241666666666667,0.00157881418498652
0.25,0.00158314909111268
0.258333333333333,0.00158690677290703
0.266666666666667,0.00159014753350391
0.275,0.00159292538473751
0.283333333333333,0.00159528870380948
0.291666666666667,0.00159728082844284
0.3,0.00159894057676981
0.308333333333333,0.00160030272378602
0.316666666666667,0.00160139842176284
0.325,0.00160225558135851
0.333333333333333,0.0016028992044776
0.341666666666667,0.00160335169103403
0.35,0.00160363311071425
0.358333333333333,0.00160376144729297
0.366666666666667,0.00160375280808246
0.375,0.00160362162806485
0.383333333333333,0.00160338083989096
0.391666666666667,0.00160304203085118
0.4,0.00160261558369863
0.408333333333333,0.00160211080089288
0.416666666666667,0.00160153601761219
0.425,0.00160089870226941
0.433333333333333,0.00160020554660434
0.441666666666667,0.00159946254662373
0.45,0.0015986750746266
0.458333333333333,0.00159784794445385
0.466666666666667,0.00159698546921928
0.475,0.00159609151353753
0.483333333333333,0.00159516954009544
0.491666666666667,0.00159422265143004
0.5,0.00159325362735775
0.508333333333333,0.00159226495851409
0.516666666666667,0.00159125887640663
0.525,0.00159023738034047
0.533333333333333,0.00158920226154737
0.541666666666667,0.00158815512479153
0.55,0.00158709740775599
0.558333333333333,0.00158603039843197
0.566666666666667,0.0015849552506291
0.575,0.00158387299793291
0.583333333333333,0.00158278456619031
0.591666666666667,0.00158169078470154
0.6,0.00158059239625293
0.608333333333333,0.00157949006610206
0.616666666666667,0.00157838439003333
0.625,0.00157727590157419
0.633333333333333,0.00157616507844958
0.641666666666667,0.00157505234839094
0.65,0.0015739380943582
0.658333333333333,0.00157282265914997
0.666666666666667,0.00157170634959298
0.675,0.00157058944027385
0.683333333333333,0.00156947217688817
0.691666666666667,0.00156835477924455
0.7,0.00156723744395183
0.708333333333333,0.00156612034683098
0.716666666666667,0.0015650036450617
0.725,0.00156388747912941
0.733333333333333,0.00156277197458972
0.741666666666667,0.00156165724357973
0.75,0.00156054338622847
0.758333333333333,0.00155943049190061
0.766666666666667,0.00155831864031432
0.775,0.00155720790254681
0.783333333333333,0.00155609834193021
0.791666666666667,0.00155499001485835
0.8,0.00155388297150732
0.808333333333333,0.00155277725646988
0.816666666666667,0.0015516729093469
0.825,0.00155056996529408
0.833333333333333,0.00154946845544591
0.841666666666667,0.00154836840735007
0.85,0.00154726984533607
0.858333333333333,0.00154617279084996
0.866666666666667,0.00154507726275693
0.875,0.00154398327760816
0.883333333333333,0.00154289084988331
0.891666666666667,0.00154179999220574
0.9,0.00154071071552387
0.908333333333333,0.00153962302929776
0.916666666666667,0.00153853694167961
0.925,0.00153745245961333
0.933333333333333,0.00153636958897694
0.941666666666667,0.00153528833468889
0.95,0.00153420870080854
0.958333333333333,0.00153313069062834
0.966666666666667,0.00153205430675229
0.975,0.00153097955116969
0.983333333333333,0.00152990642530734
0.991666666666667,0.00152883493009883
1,0.00152776506606276
1.00833333333333,0.0015266968333104
1.01666666666667,0.00152563023160348
1.025,0.00152456526038728
1.03333333333333,0.00152350191882351
1.04166666666667,0.00152244020582316
1.05,0.00152138012007111
1.05833333333333,0.00152032166005191
1.06666666666667,0.00151926482407043
1.075,0.00151820961026025
1.08333333333333,0.00151715601661258
1.09166666666667,0.00151610404101603
1.1,0.00151505368123313
1.10833333333333,0.00151400493492913
1.11666666666667,0.00151295779967819
1.125,0.00151191227297346
1.13333333333333,0.00151086835223844
1.14166666666667,0.00150982603483307
1.15,0.00150878531806231
1.15833333333333,0.00150774619917136
1.16666666666667,0.0015067086753613
1.175,0.00150567274381976
1.18333333333333,0.00150463840168887
1.19166666666667,0.0015036056460844
1.2,0.0015025744740956
1.20833333333333,0.00150154488278797
1.21666666666667,0.00150051686920882
1.225,0.00149949043038805
1.23333333333333,0.00149846556334191
1.24166666666667,0.00149744226507445
1.25,0.00149642053256913
1.25833333333333,0.00149540036280107
1.26666666666667,0.0014943817527619
1.275,0.00149336469942585
1.28333333333333,0.00149234919976611
1.29166666666667,0.00149133525075154
1.3,0.00149032284934754
1.30833333333333,0.00148931199251927
1.31666666666667,0.00148830267723054
1.325,0.00148729490044592
1.33333333333333,0.00148628865913073
1.34166666666667,0.00148528395024119
1.35,0.00148428077073635
1.35833333333333,0.00148327911759979
1.36666666666667,0.00148227898780621
1.375,0.00148128037833679
1.38333333333333,0.0014802832861748
1.39166666666667,0.00147928770830614
1.4,0.00147829364172165
1.40833333333333,0.00147730108341563
1.41666666666667,0.00147631003038726
1.425,0.00147532047963041
1.43333333333333,0.00147433242814338
1.44166666666667,0.0014733458729516
1.45,0.00147236081107437
1.45833333333333,0.00147137723953906
1.46666666666667,0.00147039515537723
1.475,0.00146941455562452
