"Time","AUrine"
0,0
0,0
0.00833333333333333,1.58646775672645e-10
0.0166666666666667,5.83393500481013e-10
0.025,1.20671820979953e-09
0.0333333333333333,1.98450142725183e-09
0.0416666666666667,2.88684279738928e-09
0.05,3.89259676453237e-09
0.0583333333333333,4.98612774851281e-09
0.0666666666666667,6.15536955351976e-09
0.075,7.39065269156367e-09
0.0833333333333333,8.68398519933149e-09
0.0916666666666667,1.0028602477348e-08
0.1,1.14186777243735e-08
0.108333333333333,1.28491291659708e-08
0.116666666666667,1.4315486533512e-08
0.125,1.58137943053609e-08
0.133333333333333,1.7340538603393e-08
0.141666666666667,1.88925895624154e-08
0.15,2.04671544152961e-08
0.158333333333333,2.20617382152487e-08
0.166666666666667,2.36741102990853e-08
0.175,2.53022752191144e-08
0.183333333333333,2.69444472792305e-08
0.191666666666667,2.85990280905731e-08
0.2,3.02645866819272e-08
0.208333333333333,3.19398418067322e-08
0.216666666666667,3.36236461822637e-08
0.225,3.53149724254563e-08
0.233333333333333,3.70129004873903e-08
0.241666666666667,3.87166064211869e-08
0.25,4.04253523322177e-08
0.258333333333333,4.21384773940235e-08
0.266666666666667,4.38553898014798e-08
0.275,4.55755595694105e-08
0.283333333333333,4.72985120886809e-08
0.291666666666667,4.90238223418173e-08
0.3,5.07511097570019e-08
0.308333333333333,5.24800335600172e-08
0.316666666666667,5.42102886364857e-08
0.325,5.59416018156647e-08
0.333333333333333,5.7673728548044e-08
0.341666666666667,5.94064499217169e-08
0.35,6.11395699982934e-08
0.358333333333333,6.28729134218712e-08
0.366666666666667,6.46063232765208e-08
0.375,6.63396591697498e-08
0.383333333333333,6.80727955128863e-08
0.391666666666667,6.98056199831158e-08
0.4,7.15380321360204e-08
0.408333333333333,7.32699421811076e-08
0.416666666666667,7.50012698677756e-08
0.425,7.67319434944878e-08
0.433333333333333,7.84618990202461e-08
0.441666666666667,8.01910792671955e-08
0.45,8.19194332078057e-08
0.458333333333333,8.36469153250333e-08
0.466666666666667,8.53734850392703e-08
0.475,8.70991061949953e-08
0.483333333333333,8.88237466006468e-08
0.491666666666667,9.05473776163871e-08
0.5,9.22699737846863e-08
0.508333333333333,9.39915124992992e-08
0.516666666666667,9.57119737086446e-08
0.525,9.74313396500047e-08
0.533333333333333,9.91495946113451e-08
0.541666666666667,1.00866724717875e-07
0.55,1.02582717740766e-07
0.558333333333333,1.04297562925804e-07
0.566666666666667,1.06011250839809e-07
0.575,1.07723773232996e-07
0.583333333333333,1.09435122915654e-07
0.591666666666667,1.11145293647627e-07
0.6,1.12854280039275e-07
0.608333333333333,1.1456207746273e-07
0.616666666666667,1.16268681972368e-07
0.625,1.1797409023354e-07
