"Time","CGI"
0,0
0,0
0.00833333333333333,106.646035683312
0.0166666666666667,95.5363725703985
0.025,85.584045160516
0.0333333333333333,76.668488588345
0.0416666666666667,68.68169796202
0.05,61.526919871347
0.0583333333333333,55.1174802087965
0.0666666666666667,49.3757341829318
0.075,44.2321256047376
0.0833333333333333,39.624344585686
0.0916666666666667,35.4965712429203
0.1,31.7988020341386
0.108333333333333,28.4862417982915
0.116666666666667,25.5187619711333
0.125,22.8604143279531
0.133333333333333,20.47899553148
0.141666666666667,18.3456569636361
0.15,16.4345556417742
0.158333333333333,14.7225395532989
0.166666666666667,13.1888698448397
0.175,11.8149675155006
0.183333333333333,10.5841893132066
0.191666666666667,9.48162497466615
0.2,8.4939183974994
0.208333333333333,7.60910441866738
0.216666666666667,6.81646452828128
0.225,6.10639631723907
0.233333333333333,5.47029822948991
0.241666666666667,4.90046452914695
0.25,4.38999233859708
0.258333333333333,3.9326975278086
0.266666666666667,3.52304061856928
0.275,3.15605897430095
0.283333333333333,2.82730703614264
0.291666666666667,2.53280213477607
0.3,2.26897675847166
0.308333333333333,2.03263489520969
0.316666666666667,1.82091353697308
0.325,1.63124779526695
0.333333333333333,1.461340119045
0.341666666666667,1.30913223828731
0.35,1.17278033359309
0.358333333333333,1.05063257447761
0.366666666666667,0.941209307191929
0.375,0.843184973447045
0.383333333333333,0.755372125991974
0.391666666666667,0.676706957670547
0.4,0.606236556092053
0.408333333333333,0.543107238319796
0.416666666666667,0.48655427039943
0.425,0.435892546788965
0.433333333333333,0.390508373255353
0.441666666666667,0.349851967458685
0.45,0.313430822030416
0.458333333333333,0.280803735772783
0.466666666666667,0.251575468722555
0.475,0.225391954820312
0.483333333333333,0.201936011959544
0.491666666666667,0.180923499999045
0.5,0.162099878624729
0.508333333333333,0.145237123756776
0.516666666666667,0.130130965583057
0.525,0.116598413610123
0.533333333333333,0.104475540096821
0.541666666666667,0.0936154942037842
0.55,0.08388672301627
0.558333333333333,0.0751713780048013
0.566666666666667,0.0673638872797704
0.575,0.0603696767282076
0.583333333333333,0.0541040243429924
0.591666666666667,0.0484910349730142
0.6,0.0434627162630693
0.608333333333333,0.0389581627374866
0.616666666666667,0.0349228119554167
0.625,0.0313077856170946
0.633333333333333,0.0280692972423501
0.641666666666667,0.0251681223237849
0.65,0.0225691206096476
0.658333333333333,0.0202408146956847
0.666666666666667,0.0181550052992097
0.675,0.016286430878534
0.683333333333333,0.0146124614737119
0.691666666666667,0.0131128245643543
0.7,0.0117693594878064
0.708333333333333,0.0105657974377726
0.716666666666667,0.00948756438344616
0.725,0.00852160452656551
0.733333333333333,0.00765622213110507
0.741666666666667,0.00688093984619542
