"Time","AUrine"
0,0
0,0
0.00416666666666667,1.05389533989925e-10
0.00833333333333333,4.09774941547611e-10
0.0125,8.83107207728694e-10
0.0166666666666667,1.50156532552827e-09
0.0208333333333333,2.24607923511404e-09
0.025,3.10124193300093e-09
0.0291666666666667,4.05448890283338e-09
0.0333333333333333,5.09547029953327e-09
0.0375,6.21556898671346e-09
0.0416666666666667,7.40752993694765e-09
0.0458333333333333,8.66517487514381e-09
0.05,9.98318217441017e-09
0.0541666666666667,1.1356916798319e-08
0.0583333333333333,1.27822985255064e-08
0.0625,1.42556996459666e-08
0.0666666666666667,1.57738651998176e-08
0.0708333333333333,1.73338505763928e-08
0.075,1.89329724539666e-08
0.0791666666666667,2.05687700167982e-08
0.0833333333333333,2.22389740986465e-08
0.0875,2.39414824521804e-08
0.0916666666666667,2.56743397638404e-08
0.0958333333333333,2.74357213549285e-08
0.1,2.922391975581e-08
0.104166666666667,3.10373335284424e-08
0.108333333333333,3.28744578565459e-08
0.1125,3.47338765334155e-08
0.116666666666667,3.66142550619757e-08
0.120833333333333,3.85143346454802e-08
0.125,4.04329268991248e-08
0.129166666666667,4.23689091488514e-08
0.133333333333333,4.43212202125823e-08
0.1375,4.62888565881489e-08
0.141666666666667,4.82708689836019e-08
0.145833333333333,5.02663591206415e-08
0.15,5.22744767954306e-08
0.154166666666667,5.42944171671647e-08
0.158333333333333,5.63254182242033e-08
0.1625,5.83667584231614e-08
0.166666666666667,6.0417754474877e-08
0.170833333333333,6.24777592754467e-08
0.175,6.45461599597311e-08
0.179166666666667,6.66223760684639e-08
0.183333333333333,6.87058578200852e-08
0.1875,7.07960844835275e-08
0.191666666666667,7.28925628450084e-08
0.195833333333333,7.49948257478534e-08
0.2,7.7102430721289e-08
0.204166666666667,7.92149586821052e-08
0.208333333333333,8.13320127065163e-08
0.2125,8.34532168660103e-08
0.216666666666667,8.55782151248917e-08
0.220833333333333,8.77066703026054e-08
0.225,8.9838263083935e-08
0.229166666666667,9.197269108374e-08
0.233333333333333,9.41096679561955e-08
0.2375,9.62489225634293e-08
0.241666666666667,9.83901981770772e-08
0.245833333333333,1.00533251725355e-07
0.25,1.02677853079201e-07
0.254166666666667,1.04823784375996e-07
0.258333333333333,1.06970839378542e-07
0.2625,1.09118822867713e-07
0.266666666666667,1.11267550066884e-07
0.270833333333333,1.13416846096489e-07
0.275,1.1556654545693e-07
0.279166666666667,1.17716491538693e-07
0.283333333333333,1.19866536158001e-07
0.2875,1.22016539116733e-07
0.291666666666667,1.24166367785324e-07
0.295833333333333,1.26315896707444e-07
0.3,1.28465007225325e-07
0.304166666666667,1.30613587124643e-07
0.308333333333333,1.3276153029794e-07
0.3125,1.34908736425596e-07
0.316666666666667,1.3705511067352e-07
0.320833333333333,1.39200563406536e-07
0.325,1.41345009916242e-07
0.329166666666667,1.43488370165052e-07
0.333333333333333,1.45630568541117e-07
0.3375,1.47771533625997e-07
0.341666666666667,1.4991119797736e-07
0.345833333333333,1.52049497920191e-07
0.35,1.54186373349475e-07
0.354166666666667,1.56321767544477e-07
0.358333333333333,1.58455626991306e-07
0.3625,1.60587901215187e-07
0.366666666666667,1.62718542621461e-07
0.370833333333333,1.64847506344986e-07
0.375,1.66974750107459e-07
0.379166666666667,1.69100234081721e-07
0.383333333333333,1.71223920763652e-07
0.3875,1.73345774850382e-07
0.391666666666667,1.75465763124993e-07
0.395833333333333,1.77583854347436e-07
0.4,1.7970001915085e-07
0.404166666666667,1.81814229943386e-07
0.408333333333333,1.83926460815124e-07
0.4125,1.860366874498e-07
0.416666666666667,1.88144887041397e-07
0.420833333333333,1.90251038214836e-07
0.425,1.92355120950757e-07
0.429166666666667,1.94457116514341e-07
0.433333333333333,1.96557007387856e-07
0.4375,1.98654777206525e-07
0.441666666666667,2.00750410698131e-07
0.445833333333333,2.02843893625375e-07
0.45,2.04935212731578e-07
0.454166666666667,2.07024355688873e-07
0.458333333333333,2.09111311049392e-07
0.4625,2.11196068198631e-07
0.466666666666667,2.13278617311701e-07
0.470833333333333,2.15358949311621e-07
0.475,2.17437055829751e-07
0.479166666666667,2.19512929168365e-07
0.483333333333333,2.2158656226509e-07
0.4875,2.23657948659452e-07
0.491666666666667,2.25727082460721e-07
0.495833333333333,2.27793958317877e-07
0.5,2.29858571390902e-07
0.504166666666667,2.31920917323911e-07
0.508333333333333,2.33980992219207e-07
0.5125,2.36038792611498e-07
0.516666666666667,2.38094315445848e-07
0.520833333333333,2.40147558058618e-07
0.525,2.42198518152212e-07
0.529166666666667,2.44247193777589e-07
0.533333333333333,2.46293583315152e-07
0.5375,2.48337685457158e-07
0.541666666666667,2.50379499190922e-07
0.545833333333333,2.52419023782909e-07
0.55,2.54456258763687e-07
0.554166666666667,2.56491203913656e-07
0.558333333333333,2.58523859249503e-07
0.5625,2.60554225011383e-07
0.566666666666667,2.62582301650773e-07
0.570833333333333,2.64608089818926e-07
0.575,2.66631590355966e-07
0.579166666666667,2.68652804280501e-07
0.583333333333333,2.70671732779879e-07
0.5875,2.7268837720085e-07
0.591666666666667,2.7470273904076e-07
0.595833333333333,2.7671481993919e-07
0.6,2.78724621670149e-07
0.604166666666667,2.80732146134563e-07
0.608333333333333,2.82737395352603e-07
0.6125,2.84740371457416e-07
0.616666666666667,2.86741076689424e-07
0.620833333333333,2.88739513389159e-07
0.625,2.90735683992019e-07
0.629166666666667,2.92729591022757e-07
0.633333333333333,2.94721237090355e-07
0.6375,2.96710624883136e-07
0.641666666666667,2.98697757164131e-07
0.645833333333333,3.00682636766704e-07
