"Time","CSpleen"
0,0
0,0
0.00416666666666667,2.39893334426843e-05
0.00833333333333333,4.78606700787284e-05
0.0125,7.09954521889072e-05
0.0166666666666667,9.36080604533289e-05
0.0208333333333333,0.00011588734991205
0.025,0.000137987326904155
0.0291666666666667,0.000160027019086865
0.0333333333333333,0.000182095258612678
0.0375,0.00020425652986449
0.0416666666666667,0.000226556332306244
0.0458333333333333,0.000249025630244099
0.05,0.000271684387283528
0.0541666666666667,0.000294544314429004
0.0583333333333333,0.000317610984659699
0.0625,0.000340885448098922
0.0666666666666667,0.000364365462154144
0.0708333333333333,0.000388046424720255
0.075,0.000411922080153954
0.0791666666666667,0.00043598505148551
0.0833333333333333,0.000460227240080035
0.0875,0.000484640124242944
0.0916666666666667,0.000509214980887292
0.0958333333333333,0.000533943048703164
0.1,0.000558815646914513
0.104166666666667,0.000583824260382853
0.108333333333333,0.000608960599377387
0.1125,0.000634216639812882
0.116666666666667,0.000659584649469981
0.120833333333333,0.000685057203360484
0.125,0.000710627191096004
0.129166666666667,0.000736287818464258
0.133333333333333,0.000762032604274545
0.1375,0.000787855374713948
0.141666666666667,0.000813750255435477
0.145833333333333,0.000839711661806182
0.15,0.000865734288669356
0.154166666666667,0.000891813099043558
0.158333333333333,0.000917943313325553
0.1625,0.000944120397716442
0.166666666666667,0.000970340052904284
0.170833333333333,0.000996598203248035
0.175,0.00102289098580922
0.179166666666667,0.00104921474046097
0.183333333333333,0.00107556599945187
0.1875,0.00110194147782759
0.191666666666667,0.00112833806390821
0.195833333333333,0.0011547528112626
0.2,0.00118118292990185
0.204166666666667,0.00120762577812708
0.208333333333333,0.00123407885488694
0.2125,0.00126053979274711
0.216666666666667,0.00128700635098445
0.220833333333333,0.00131347640877558
0.225,0.00133994795923894
0.229166666666667,0.00136641910332839
0.233333333333333,0.00139288804422565
0.2375,0.0014193530823012
0.241666666666667,0.00144581260976851
0.245833333333333,0.00147226510598116
0.25,0.001498709132941
0.254166666666667,0.00152514333089123
0.258333333333333,0.00155156641432244
0.2625,0.00157797716806748
0.266666666666667,0.00160437444348944
0.270833333333333,0.00163075715530945
0.275,0.00165712427822426
0.279166666666667,0.00168347484362837
0.283333333333333,0.0017098079367155
0.2875,0.00173612269366582
0.291666666666667,0.0017624182989889
0.295833333333333,0.00178869398299926
0.3,0.00181494901942334
0.304166666666667,0.00184118272313051
0.308333333333333,0.00186739444798224
0.3125,0.00189358358479324
0.316666666666667,0.00191974955925298
0.320833333333333,0.00194589183039694
0.325,0.00197200988880002
0.329166666666667,0.00199810325485347
0.333333333333333,0.00202417147690785
0.3375,0.00205021413024788
0.341666666666667,0.0020762308157521
0.345833333333333,0.00210222115790979
0.35,0.0021281848043204
0.354166666666667,0.00215412142392254
0.358333333333333,0.00218003070624642
0.3625,0.00220591236026151
0.366666666666667,0.00223176611314456
0.370833333333333,0.0022575917094613
0.375,0.00228338891042673
0.379166666666667,0.0023091574927108
0.383333333333333,0.00233489724795857
0.3875,0.00236060798167274
0.391666666666667,0.00238628951260206
0.395833333333333,0.00241194167229452
0.4,0.00243756430396707
0.404166666666667,0.00246315726238924
0.408333333333333,0.00248872041281945
0.4125,0.00251425363050177
0.416666666666667,0.00253975680079616
0.420833333333333,0.00256522981772817
0.425,0.00259067258394577
0.429166666666667,0.00261608500910205
0.433333333333333,0.00264146701522994
0.4375,0.00266681852598468
0.441666666666667,0.0026921394738716
0.445833333333333,0.00271742979888172
0.45,0.00274268944655088
0.454166666666667,0.00276791836991148
0.458333333333333,0.00279311652215799
0.4625,0.00281828386879783
0.466666666666667,0.0028434203765159
0.470833333333333,0.00286852601717645
0.475,0.00289360076720937
0.479166666666667,0.00291864460796109
0.483333333333333,0.00294365752289262
0.4875,0.00296863950167555
0.491666666666667,0.0029935905359854
0.495833333333333,0.00301851062122503
0.5,0.00304339975623757
0.504166666666667,0.00306825794259059
0.508333333333333,0.00309308518498569
0.5125,0.00311788149065496
0.516666666666667,0.00314264686955059
0.520833333333333,0.00316738133395549
0.525,0.00319208489836896
0.529166666666667,0.00321675757957986
0.533333333333333,0.00324139939631735
0.5375,0.0032660103692068
0.541666666666667,0.00329059052091864
0.545833333333333,0.00331513987565338
0.55,0.0033396584592251
0.554166666666667,0.00336414629916016
0.558333333333333,0.00338860342422463
0.5625,0.00341302986474472
0.566666666666667,0.00343742565214916
0.570833333333333,0.00346179081926792
0.575,0.0034861253999889
0.579166666666667,0.00351042942922404
0.583333333333333,0.00353470294294429
0.5875,0.00355894597807745
0.591666666666667,0.00358315857238648
0.595833333333333,0.00360734076428559
0.6,0.00363149259399881
0.604166666666667,0.00365561410092713
0.608333333333333,0.00367970532638957
0.6125,0.0037037663120525
0.616666666666667,0.00372779709998563
0.620833333333333,0.00375179773303484
0.625,0.00377576825447017
0.629166666666667,0.00379970870823485
0.633333333333333,0.00382361913853588
0.6375,0.00384749959023819
0.641666666666667,0.003871350108578
0.645833333333333,0.00389517073904627
0.65,0.00391896152750332
0.654166666666667,0.00394272252032789
0.658333333333333,0.0039664537640063
0.6625,0.00399015530553273
0.666666666666667,0.00401382719195357
0.670833333333333,0.00403746947074845
0.675,0.00406108218952137
0.679166666666667,0.0040846653960764
0.683333333333333,0.00410821913843586
0.6875,0.00413174346493606
0.691666666666667,0.00415523842393601
0.695833333333333,0.00417870406388868
0.7,0.00420214043343536
0.704166666666667,0.00422554758135063
0.708333333333333,0.00424892555652542
0.7125,0.00427227440795119
0.716666666666667,0.00429559418484836
0.720833333333333,0.00431888493623419
0.725,0.00434214671143103
