"Time","CKidney"
0,0
0,0
0.00416666666666667,4.04817205891789e-05
0.00833333333333333,8.17507202448971e-05
0.0125,0.000118415800214118
0.0166666666666667,0.000150861350798604
0.0208333333333333,0.000179872518677195
0.025,0.000206118571307385
0.0291666666666667,0.000230125778464505
0.0333333333333333,0.000252303817374044
0.0375,0.000272972000794526
0.0416666666666667,0.000292380114667786
0.0458333333333333,0.000310724463985296
0.05,0.00032816017182448
0.0541666666666667,0.000344810599641605
0.0583333333333333,0.000360774569218404
0.0625,0.000376131896397835
0.0666666666666667,0.000390947637872695
0.0708333333333333,0.000405275350579666
0.075,0.000419159596026764
0.0791666666666667,0.00043263786631139
0.0833333333333333,0.000445742067322281
0.0875,0.000458499662710317
0.0916666666666667,0.00047093455787756
0.0958333333333333,0.000483067784638483
0.1,0.000494918032964557
0.104166666666667,0.000506502065334939
0.108333333333333,0.000517835040915392
0.1125,0.000528930770259522
0.116666666666667,0.000539801916700788
0.120833333333333,0.000550460156482573
0.125,0.000560916307022164
0.129166666666667,0.000571180430542245
0.133333333333333,0.000581261918437479
0.1375,0.000591169560824193
0.141666666666667,0.000600911604261473
0.145833333333333,0.000610495800493571
0.15,0.000619929447872945
0.154166666666667,0.000629219426711444
0.158333333333333,0.000638372230423744
0.1625,0.000647393992651197
0.166666666666667,0.000656290511485603
0.170833333333333,0.000665067271137254
0.175,0.000673729461428617
0.179166666666667,0.00068228199575807
0.183333333333333,0.000690729527335079
0.1875,0.000699076464209052
0.191666666666667,0.000707326983070132
0.195833333333333,0.000715485042474671
0.2,0.000723554394764958
0.204166666666667,0.000731538597334338
0.208333333333333,0.000739441023198854
0.2125,0.000747264871013217
0.216666666666667,0.000755013174389096
0.220833333333333,0.000762688810623952
0.225,0.000770294509101912
0.229166666666667,0.000777832859053941
0.233333333333333,0.000785306317060027
0.2375,0.000792717213979484
0.241666666666667,0.000800067761565629
0.245833333333333,0.000807360058727427
0.25,0.000814596097472437
0.254166666666667,0.000821777768479747
0.258333333333333,0.000828906866434777
0.2625,0.000835985095039326
0.266666666666667,0.000843014071741996
0.270833333333333,0.000849995332325831
0.275,0.00085693033511845
0.279166666666667,0.000863820465033578
0.283333333333333,0.000870667037412561
0.2875,0.00087747130165416
0.291666666666667,0.000884234444653826
0.295833333333333,0.000890957594062454
0.3,0.000897641821374228
0.304166666666667,0.000904288144852689
0.308333333333333,0.000910897532303551
0.3125,0.000917470903702536
0.316666666666667,0.00092400913365475
0.320833333333333,0.000930513053834276
0.325,0.000936983455169776
0.329166666666667,0.000943421089960809
0.333333333333333,0.000949826673830378
0.3375,0.000956200887763063
0.341666666666667,0.000962544379849652
0.345833333333333,0.000968857766885534
0.35,0.000975141636207835
0.354166666666667,0.000981396547017927
0.358333333333333,0.000987623031979934
0.3625,0.000993821598578076
0.366666666666667,0.00099999273033566
0.370833333333333,0.00100613688815341
0.375,0.00101225451146961
0.379166666666667,0.00101834601931318
0.383333333333333,0.00102441181145222
0.3875,0.0010304522692945
0.391666666666667,0.00103646775688976
0.395833333333333,0.00104245862187446
0.4,0.00104842519619807
0.404166666666667,0.00105436779707115
0.408333333333333,0.00106028672764087
0.4125,0.00106618227769163
0.416666666666667,0.00107205472448293
0.420833333333333,0.0010779043332059
0.425,0.00108373135773494
0.429166666666667,0.00108953604103734
0.433333333333333,0.00109531861638344
0.4375,0.00110107930670467
0.441666666666667,0.00110681832596253
0.445833333333333,0.00111253587953387
0.45,0.00111823216442709
0.454166666666667,0.0011239073699291
0.458333333333333,0.00112956167746257
0.4625,0.0011351952619551
0.466666666666667,0.00114080829135045
0.470833333333333,0.00114640092723666
0.475,0.00115197332523838
0.479166666666667,0.00115752563503253
0.483333333333333,0.00116305800162685
0.4875,0.00116857056361306
0.491666666666667,0.00117406345568564
0.495833333333333,0.00117953680764147
0.5,0.00118499074480104
0.504166666666667,0.00119042538829447
0.508333333333333,0.00119584085535159
0.5125,0.00120123725938963
0.516666666666667,0.00120661471029344
0.520833333333333,0.00121197331449434
0.525,0.00121731317521142
0.529166666666667,0.00122263439262502
0.533333333333333,0.00122793706397043
0.5375,0.0012332212837302
0.541666666666667,0.00123848714379486
0.545833333333333,0.001243734733511
0.55,0.00124896413986782
0.554166666666667,0.00125417544763445
0.558333333333333,0.0012593687393846
0.5625,0.00126454409571065
0.566666666666667,0.0012697015952185
0.570833333333333,0.00127484131472494
0.575,0.00127996332926098
0.579166666666667,0.00128506771219448
0.583333333333333,0.00129015453532724
0.5875,0.00129522386893785
0.591666666666667,0.00130027578187856
0.595833333333333,0.00130531034161156
0.6,0.00131032761436524
0.604166666666667,0.00131532766505611
0.608333333333333,0.00132031055748862
0.6125,0.00132527635432539
0.616666666666667,0.00133022511711491
0.620833333333333,0.00133515690644226
0.625,0.0013400717818842
0.629166666666667,0.00134496980212612
0.633333333333333,0.00134985102492472
0.6375,0.00135471550724365
0.641666666666667,0.00135956330521908
0.645833333333333,0.00136439447419987
0.65,0.00136920906881271
0.654166666666667,0.00137400714301296
0.658333333333333,0.00137878875003782
0.6625,0.00138355394253824
0.666666666666667,0.00138830277249772
0.670833333333333,0.00139303529136423
0.675,0.0013977515499899
0.679166666666667,0.00140245159870186
0.683333333333333,0.00140713548731283
0.6875,0.00141180326516635
0.691666666666667,0.001416454981098
0.695833333333333,0.00142109068349838
0.7,0.0014257104203293
0.704166666666667,0.00143031423913642
0.708333333333333,0.00143490218706472
0.7125,0.00143947431087433
0.716666666666667,0.0014440306569785
0.720833333333333,0.00144857127137576
0.725,0.00145309619979121
