"Time","CLung"
0,0
0,0
0.00416666666666667,7.62238647684539e-05
0.00833333333333333,0.000142838164804935
0.0125,0.000200233675936765
0.0166666666666667,0.000250341660104928
0.0208333333333333,0.00029461452418047
0.025,0.000334171769575015
0.0291666666666667,0.000369882110173834
0.0333333333333333,0.000402422397676982
0.0375,0.000432322183899453
0.0416666666666667,0.000459997755093004
0.0458333333333333,0.00048577817760626
0.05,0.000509925246864986
0.0541666666666667,0.000532648772796691
0.0583333333333333,0.000554118298378648
0.0625,0.000574472090913389
0.0666666666666667,0.000593824042633537
0.0708333333333333,0.000612268973434979
0.075,0.000629886709440351
0.0791666666666667,0.00064674522399642
0.0833333333333333,0.000662903060517218
0.0875,0.000678411204957079
0.0916666666666667,0.000693314536282907
0.0958333333333333,0.000707652953202887
0.1,0.00072146225234858
0.104166666666667,0.000734774815475056
0.108333333333333,0.000747620149839526
0.1125,0.00076002531510329
0.116666666666667,0.00077201526343427
0.120833333333333,0.000783613111858342
0.125,0.000794840362367299
0.129166666666667,0.00080571708153601
0.133333333333333,0.000816262048150926
0.1375,0.00082649287660733
0.141666666666667,0.00083642612024952
0.145833333333333,0.000846077359764671
0.15,0.000855461279380478
0.154166666666667,0.000864591732449669
0.158333333333333,0.000873481800118435
0.1625,0.000882143842733647
0.166666666666667,0.000890589546388388
0.170833333333333,0.000898829964958567
0.175,0.00090687555794172
0.179166666666667,0.000914736225581683
0.183333333333333,0.000922421341753979
0.1875,0.000929939783202175
0.191666666666667,0.00093729995690738
0.195833333333333,0.000944509827150083
0.2,0.000951576938971793
0.204166666666667,0.000958508441130428
0.208333333333333,0.000965311107314696
0.2125,0.000971991356588614
0.216666666666667,0.000978555271991151
0.220833333333333,0.000985008618381685
0.225,0.000991356859583099
0.229166666666667,0.00099760517384835
0.233333333333333,0.00100375846950902
0.2375,0.00100982139869851
0.241666666666667,0.00101579837104165
0.245833333333333,0.00102169356632504
0.25,0.00102751094655822
0.254166666666667,0.00103325426740779
0.258333333333333,0.00103892708900236
0.2625,0.00104453278616476
0.266666666666667,0.00105007455800228
0.270833333333333,0.00105555543742526
0.275,0.00106097829948136
0.279166666666667,0.00106634586976299
0.283333333333333,0.00107166073218715
0.2875,0.00107692533640255
0.291666666666667,0.00108214200480119
0.295833333333333,0.00108731293916288
0.3,0.00109244022695188
0.304166666666667,0.00109752584728392
0.308333333333333,0.00110257167658075
0.3125,0.00110757949392959
0.316666666666667,0.00111255098605384
0.320833333333333,0.00111748775246069
0.325,0.00112239130965298
0.329166666666667,0.00112726309560819
0.333333333333333,0.0011321044736502
0.3375,0.00113691673680503
0.341666666666667,0.00114170111117064
0.345833333333333,0.00114645875910381
0.35,0.00115119078331442
0.354166666666667,0.00115589822919609
0.358333333333333,0.0011605820882724
0.3625,0.00116524330102709
0.366666666666667,0.001169882759098
0.370833333333333,0.00117450130834595
0.375,0.00117909975107959
0.379166666666667,0.00118367884810868
0.383333333333333,0.00118823932129385
0.3875,0.00119278185517731
0.391666666666667,0.00119730709915601
0.395833333333333,0.00120181566937765
0.4,0.00120630815005738
0.404166666666667,0.00121078509586087
0.408333333333333,0.00121524703314867
0.4125,0.00121969446041829
0.416666666666667,0.00122412785166073
0.420833333333333,0.00122854765609469
0.425,0.00123295430024422
0.429166666666667,0.00123734818881012
0.433333333333333,0.00124172970585914
0.4375,0.00124609921598668
0.441666666666667,0.00125045706513425
0.445833333333333,0.00125480358188884
0.45,0.00125913907802075
0.454166666666667,0.00126346384955278
0.458333333333333,0.00126777817757367
0.4625,0.00127208232893891
0.466666666666667,0.00127637655723096
0.470833333333333,0.00128066110308934
0.475,0.00128493619520491
0.479166666666667,0.0012892020507439
0.483333333333333,0.00129345887629874
0.4875,0.00129770686738912
0.491666666666667,0.00130194621072349
0.495833333333333,0.00130617708324659
0.5,0.00131039965330226
0.504166666666667,0.00131461408070192
0.508333333333333,0.0013188205176951
0.5125,0.00132301910882344
0.516666666666667,0.00132720999174244
0.520833333333333,0.0013313932972099
0.525,0.00133556914966047
0.529166666666667,0.00133973766761165
0.533333333333333,0.00134389896367872
0.5375,0.00134805314516612
0.541666666666667,0.00135220031431889
0.545833333333333,0.00135634056831862
0.55,0.00136047399980016
0.554166666666667,0.00136460069713308
0.558333333333333,0.00136872074432674
0.5625,0.0013728342216637
0.566666666666667,0.00137694120548297
0.570833333333333,0.00138104176880692
0.575,0.001385135981122
0.579166666666667,0.00138922390870942
0.583333333333333,0.00139330561493837
0.5875,0.00139738116056296
0.591666666666667,0.00140145060335695
0.595833333333333,0.00140551399730844
0.6,0.00140957139666687
0.604166666666667,0.00141362285126604
0.608333333333333,0.00141766840942447
0.6125,0.00142170811734211
0.616666666666667,0.00142574201908222
0.620833333333333,0.00142977015706385
0.625,0.00143379257176337
0.629166666666667,0.00143780930211046
0.633333333333333,0.00144182038526454
0.6375,0.00144582585706809
0.641666666666667,0.0014498257518255
0.645833333333333,0.00145382010241341
0.65,0.00145780894047951
0.654166666666667,0.00146179229654028
0.658333333333333,0.00146577019975294
0.6625,0.00146974267839345
0.666666666666667,0.0014737097594605
0.670833333333333,0.00147767146916467
0.675,0.00148162783262809
0.679166666666667,0.00148557887414954
0.683333333333333,0.00148952461715635
0.6875,0.0014934650843637
0.691666666666667,0.00149740029754288
0.695833333333333,0.00150133027784762
0.7,0.0015052550457276
0.704166666666667,0.00150917462098223
0.708333333333333,0.00151308902279047
0.7125,0.0015169982697426
0.716666666666667,0.00152090237996441
0.720833333333333,0.0015248013707713
0.725,0.00152869525935177
