"Time","CBrain","CRest","AFeces"
0,0,0,0
0,0,0,0
0.00416666666666667,6.34182857736622e-05,6.55429671078423e-06,0.00520939543948173
0.00833333333333333,0.000121488851735795,1.45919331598727e-05,0.0101473923168009
0.0125,0.000171027822092126,2.34887852103205e-05,0.0148281299270828
0.0166666666666667,0.000213803633808467,3.28955909217179e-05,0.0192650109378695
0.0208333333333333,0.000251145301861851,4.25512373193141e-05,0.0234707397658703
0.025,0.000284078224851693,5.22633221978755e-05,0.0274573589543651
0.0291666666666667,0.000313399255693682,6.18918076891296e-05,0.0312362836554056
0.0333333333333333,0.000339730367529045,7.13363461755314e-05,0.0348183343155953
0.0375,0.000363559213703504,8.05265830064506e-05,0.0382137676589214
0.0416666666666667,0.000385270104579913,8.94147565893753e-05,0.0414323060556656
0.0458333333333333,0.00040516771613024,9.79700579246566e-05,0.044483165361023
0.05,0.000423495252041763,0.000106174334532386,0.0473750813037222
0.0541666666666667,0.000440448360823665,0.000114018822583867,0.0501163344988408
0.0583333333333333,0.000456185812744476,0.000121501662682535,0.05271477415941
0.0625,0.000470837688506213,0.000128626016198424,0.0551778405706587
0.0666666666666667,0.000484511670388328,0.000135398638358227,0.057512586394601
0.0708333333333333,0.000497297877383198,0.000141828800661472,0.0597256968643411
0.075,0.000509272586446401,0.000147927479441603,0.0618235089263863
0.0791666666666667,0.000520501100320614,0.000153706747311431,0.063812029385639
0.0833333333333333,0.00053103996154531,0.000159179319070543,0.0656969521050802
0.0875,0.000540938665298417,0.000164358215103592,0.0674836743093878
0.0916666666666667,0.000550240987868357,0.000169256514034732,0.0691773120391687
0.0958333333333333,0.000558986020160032,0.000173887173076436,0.0707827148000585
0.1,0.000567208974661719,0.000178262899617499,0.0723044794486335
0.104166666666667,0.000574941818259509,0.000182396061496702,0.0737469633548919
0.108333333333333,0.000582213771015601,0.000186298626388941,0.0751142968790287
0.1125,0.000589051701655065,0.000189982123015848,0.0764103951981793
0.116666666666667,0.000595480443245554,0.000193457618626961,0.0776389695168477
0.120833333333333,0.000601523047224071,0.000196735708521603,0.0788035376936626
0.125,0.000607200989509519,0.000199826514421984,0.0799074343141746
0.129166666666667,0.000612534339381592,0.00020273968925461,0.0809538202390641
0.133333333333333,0.000617541899339989,0.000205484426515956,0.0819456916586253
0.1375,0.000622241321994506,0.000208069472808621,0.0828858886671393
0.141666666666667,0.000626649208938449,0.000210503142492832,0.0837771033811308
0.145833333333333,0.000630781195790221,0.000212793333779458,0.0846218876718303
0.15,0.000634652025521965,0.000214947545584073,0.0854226604776053
0.154166666666667,0.000638275612440411,0.000216972894646667,0.0861817147055476
0.158333333333333,0.000641665099003524,0.000218876132755502,0.0869012238043822
0.1625,0.000644832906501709,0.000220663663760984,0.0875832479863858
0.166666666666667,0.000647790780767813,0.000222341560273972,0.0882297401388755
0.170833333333333,0.000650549833493207,0.000223915579837841,0.0888425514078679
0.175,0.000653120580066556,0.000225391180574293,0.0894234364969589
0.179166666666667,0.000655512974318967,0.000226773536246335,0.0899740586931563
0.183333333333333,0.000657736440692672,0.000228067550713593,0.0904959946337077
0.1875,0.000659799904029274,0.000229277871732678,0.090990738816449
0.191666666666667,0.000661711817257583,0.000230408904103063,0.091459707866383
0.195833333333333,0.000663480187398225,0.000231464822294304,0.0919042446126043
0.2,0.000665112599861848,0.000232449582384494,0.0923256219272832
0.204166666666667,0.000666616241219436,0.000233366933424448,0.0927250463689173
0.208333333333333,0.000667997920623807,0.000234220428230896,0.0931036616350293
0.2125,0.000669264089989248,0.000235013433647193,0.0934625518400717
0.216666666666667,0.00067042086304655,0.000235749140285172,0.0938027446236331
0.220833333333333,0.000671474033212691,0.000236430571711092,0.094125214079358
0.225,0.000672429090565294,0.000237060593216567,0.0944308835512325
0.229166666666667,0.000673291237877694,0.000237641920116774,0.0947206282778926
0.233333333333333,0.00067406540582713,0.000238177125656145,0.0949952779129212
0.2375,0.00067475626718424,0.000238668648390309,0.0952556188782729
0.241666666666667,0.000675368250423559,0.000239118799277913,0.0955023966257831
0.245833333333333,0.000675905552539667,0.000239529768367839,0.0957363177706373
0.25,0.000676372151183449,0.000239903631138971,0.0959580521149102
0.254166666666667,0.000676771816159667,0.000240242354505863,0.0961682345652453
0.258333333333333,0.00067710812030805,0.000240547802509561,0.0963674669510796
0.2625,0.000677384449813862,0.000240821741708539,0.0965563197478276
0.266666666666667,0.000677604013979395,0.000241065846286862,0.0967353337103363
0.270833333333333,0.000677769854453953,0.000241281702890899,0.0969050214210977
0.275,0.000677884854014323,0.000241470815215748,0.0970658687582625
0.279166666666667,0.000677951744866156,0.000241634608348328,0.0972183362867473
0.283333333333333,0.000677973116509854,0.000241774432882421,0.0973628605770022
0.2875,0.000677951423194919,0.000241891568817572,0.0974998554550715
0.291666666666667,0.000677888990983627,0.000241987229253153,0.0976297131875303
0.295833333333333,0.000677788024444728,0.000242062563888423,0.0977528056046876
0.3,0.000677650612996677,0.000242118662338831,0.0978694851652728
0.304166666666667,0.000677478736918852,0.000242156557278261,0.0979800859656549
0.308333333333333,0.000677274273048271,0.000242177227416408,0.0980849246964827
0.3125,0.000677039000178593,0.000242181600320102,0.0981843015495266
0.316666666666667,0.000676774604183137,0.000242170555086965,0.0982785010771301
0.320833333333333,0.000676482682845113,0.000242144924877064,0.0983677930070458
0.325,0.000676164750475473,0.000242105499318483,0.0984524330161389
0.329166666666667,0.000675822242239776,0.000242053026768628,0.0985326634582494
0.333333333333333,0.000675456518320603,0.000241988216480714,0.0986087140611997
